person_id,title,count
308278,Coppa Italia Primavera winner,1.0
63223,Scottish league cup winner,1.0
63223,English 3rd tier champion,2.0
564721,Italienischer Drittligameister,1.0
147485,Swiss cup winner,1.0
195609,German Regionalliga Northeast Champion,2.0
341089,Italienischer Drittligameister,1.0
218086,U21 Premier League champion,1.0
355369,Top goal scorer,1.0
243737,French cup winner,1.0
147485,Austrian Youth league U18 champion,1.0
147485,German second tier champion,1.0
33873,Footballer of the Year,2.0
355369,French cup winner,1.0
312314,Winner Supercopa do Brasil,1.0
355369,Swiss champion,1.0
33873,English Champion,1.0
386937,English 4th tier champion,1.0
33873,English FA Cup winner,1.0
199248,European champion,1.0
355369,CONCACAF Nations League Winner,1.0
199248,Conference League winner,1.0
33873,Azerbaijani champion,1.0
355369,All titles & victories,
199248,Portuguese champion,2.0
33873,All titles & victories,
199248,Portuguese league cup winner,2.0
199248,Italian Youth champion (U17),1.0
199248,All titles & victories,
238223,Copa América winner,1.0
238223,English Champion,5.0
238223,English FA Cup winner,1.0
238223,English League Cup winner,4.0
216870,Spanish 2nd tier champion,1.0
238223,English Super Cup winner,2.0
238223,All titles & victories,
40372,Footballer of the Year,1.0
186926,English 3rd tier champion,1.0
186926,U21 Premier League champion,1.0
40372,European Under-19 champion,1.0
127224,Italienischer Drittligameister,1.0
39058,Spanish champion,1.0
344830,Belgian champion,1.0
533738,Top goal scorer,2.0
533738,French champion,1.0
533738,French Super Cup winner,1.0
352702,Italienischer Drittligameister,1.0
352702,Italian Supercoppa winner (Primavera),1.0
701757,German second tier champion,1.0
26456,Top goal scorer,1.0
166182,Westphalia Cup winner,1.0
333638,German Under-17 Bundesliga champion,1.0
26456,Italian cup winner,1.0
166182,Brandenburg Cup winner,1.0
26456,Italian Super Cup winner,1.0
26456,Under-20 World Cup champion,1.0
26456,Argentinian champion,2.0
26456,All titles & victories,
390177,Italienischer Zweitligameister,1.0
198067,Scottish champion,1.0
198067,Scottish cup winner,1.0
198067,Swedish champion,2.0
198067,European Under-21 champion,1.0
198067,All titles & victories,
450051,Top goal scorer,1.0
51745,Saxony Cup winner,2.0
51745,Hessen Cup winner,1.0
51745,Guatemalan Champion Apertura,1.0
195246,German second tier champion,1.0
164833,Hungarian champion,1.0
164833,Hungarian cup winner,1.0
53521,German Under-19 Bundesliga champion,1.0
164833,Viareggio,1.0
53521,German third tier champion,2.0
140748,German cup winner,1.0
73048,Croatian champion,1.0
53521,Westphalia Cup winner,2.0
28535,German second tier champion,1.0
194533,English 4th tier champion,1.0
166173,Slovenian champion,1.0
53521,Hessen Cup winner,1.0
73048,Croatian cup winner,1.0
73048,Romanian cup winner,1.0
53521,All titles & victories,
166173,Slovenian cup winner,1.0
166173,Saxony Cup winner,1.0
287220,German Regionalliga Northeast Champion,1.0
289846,Football League Trophy Winner,1.0
93772,German Under-19 cup winner,2.0
370138,English 4th tier champion,1.0
287220,Berlin Cup winner,1.0
289846,U21 Premier League champion,2.0
67080,Spanish 2nd tier champion,1.0
80205,Turkish Super Cup winner,1.0
48015,Footballer of the Year,5.0
48015,German cup winner,1.0
80205,Greek champion,2.0
48015,Danish Cup Winner,1.0
80205,Greek cup winner,1.0
80205,Swedish champion,1.0
80205,All titles & victories,
279644,Top goal scorer,1.0
64844,Football League Trophy Winner,1.0
93309,Greek champion,1.0
93309,Belgian cup winner,1.0
85270,Supercoppa Serie C winner,1.0
537864,Welsh Champion,1.0
85270,Italienischer Zweitligameister,1.0
214346,Bulgarian champion,5.0
45966,Italian Supercoppa winner (Primavera),1.0
85270,Italienischer Drittligameister,1.0
214346,Bulgarian cup winner,1.0
85270,Italienischer Drittligameister,2.0
214346,Dutch second tier champion,1.0
85270,Italian cup winner (Serie C),1.0
214346,Bulgarian Super Cup winner,2.0
85270,All titles & victories,
214346,All titles & victories,
1498,Berlin Cup winner,3.0
598068,German Regionalliga Bavaria Champion,1.0
57825,Top goal scorer,2.0
241889,Italienischer Zweitligameister,2.0
57825,Spanish 2nd tier champion,2.0
80667,German Regionalliga West Champion,2.0
80667,German Regionalliga Bavaria Champion,1.0
55089,German Under-19 Bundesliga champion,1.0
55089,German Under-19 cup winner,1.0
66736,Dutch champion,1.0
448854,Belgian champion,3.0
320408,Football League Trophy Winner,1.0
459463,Top goal scorer,1.0
79960,Copa América winner,1.0
66736,Dutch Cup winner,1.0
193358,German Regionalliga Northeast Champion,2.0
19442,Top goal scorer,1.0
247376,Top goal scorer,2.0
398025,Supercoppa Serie C winner,1.0
69396,Hong Kong champion,2.0
53696,German Super Cup winner,1.0
320408,English 3rd tier champion,1.0
398025,Italienischer Drittligameister,1.0
193358,Thuringia Cup winner,3.0
79960,Italian champion,5.0
66736,Dutch Super Cup winner,1.0
69396,Hong Kong cup winner,2.0
19442,Italienischer Zweitligameister,1.0
66736,Argentinian champion,3.0
292417,English Champion,1.0
129688,English FA Cup winner,2.0
66736,All titles & victories,
69396,Hong Kong Senior Challenge Shield Winner,1.0
79960,Italian cup winner,4.0
69396,Hong Kong Sapling Cup Winner,1.0
129688,Japanese champion,1.0
598577,European Under-21 champion,1.0
357565,English Champion,3.0
3276,English 2nd tier champion,1.0
297649,Coppa Italia Primavera winner,1.0
69396,All titles & victories,
79960,Italian Super Cup winner,2.0
598577,German Under-17 Bundesliga champion,1.0
79960,Portuguese champion,2.0
129688,East Asian Championship winner,1.0
357565,Uefa Supercup winner,1.0
357565,English League Cup winner,2.0
79960,All titles & victories,
357565,English Super Cup winner,1.0
676168,English 4th tier champion,1.0
357565,European Under-19 champion,1.0
527276,German Regionalliga Southwest Champion,1.0
357565,All titles & victories,
3547,Champions League winner,1.0
31653,European Under-21 champion,1.0
3547,FIFA Club World Cup winner,1.0
3547,English Champion,5.0
31653,German second tier champion,1.0
3547,English FA Cup winner,1.0
3547,English League Cup winner,3.0
309400,TM-Player of the season,1.0
3547,All titles & victories,
309400,Champions League winner,1.0
309400,FIFA Club World Cup winner,1.0
270051,French cup winner,1.0
309400,Uefa Supercup winner,1.0
46162,Serbian champion,1.0
392521,Italienischer Drittligameister,1.0
270051,Brazilian cup winner,1.0
309400,Torneio Internacional Algarve U17,1.0
46162,Serbian cup winner,1.0
309400,All titles & victories,
392521,Italian cup winner (Serie C),1.0
116792,German second tier champion,1.0
392516,Italienischer Zweitligameister,1.0
49128,Saxony Cup winner,1.0
392516,Winner Italian Supercoppa (Primavera2),1.0
325105,English 4th tier champion,1.0
49128,Hessen Cup winner,3.0
49128,Lower Rhine Cup winner,2.0
280267,German Regionalliga Southwest Champion,1.0
441287,Serbian champion,1.0
122720,Football League Trophy Winner,1.0
122720,English 3rd tier champion,1.0
351816,Africa Cup winner,1.0
351816,Italian champion,1.0
351816,Italienischer Zweitligameister,1.0
85298,Schleswig-Holstein Cup winner,1.0
82526,German third tier champion,1.0
30333,Italian champion,1.0
30333,Winner Piala Kemenpora,1.0
412669,Top goal scorer,1.0
533369,English 4th tier champion,1.0
53332,Mexican Cup winner Apertura,1.0
412669,Spanish cup winner,1.0
32564,German Regionalliga Bavaria Champion,1.0
412669,Portuguese league cup winner,1.0
217149,European Under-19 champion,1.0
32564,Saxony Cup winner,1.0
412669,European Under-19 champion,1.0
116900,Danish champion,1.0
116900,Swedish champion,1.0
412669,All titles & victories,
116900,Swedish cup winner,1.0
142034,Supercoppa Serie C winner,1.0
142034,Italienischer Drittligameister,1.0
142034,Italian cup winner (Serie C),1.0
93763,German second tier champion,1.0
93763,German Under-19 cup winner,2.0
222007,Middle Rhine Cup winner,1.0
85500,Spanish 2nd tier champion,2.0
93763,German third tier champion,1.0
416380,Europa League winner,1.0
744728,German Champion,1.0
393325,CONCACAF Nations League Winner,1.0
46464,Wurttemberg Cup winner,1.0
105521,Top goal scorer,7.0
105521,Player of the Year,2.0
317444,Champions League winner,1.0
105521,European champion,1.0
317444,FIFA Club World Cup winner,1.0
105521,Italian cup winner,1.0
317444,German Champion,4.0
96167,Italian cup winner,1.0
105521,Italian Super Cup winner,2.0
317444,Uefa Supercup winner,1.0
11061,German third tier champion,1.0
96167,Confederations Cup winner,1.0
47713,French champion,1.0
317444,German cup winner,2.0
96167,Dutch second tier champion,1.0
47713,French cup winner,1.0
105521,All titles & victories,
71559,Spanish Super Cup winner,1.0
11061,Wurttemberg Cup winner,7.0
71559,Spanish 2nd tier champion,1.0
47713,French league cup winner,1.0
317444,All titles & victories,
183167,English 4th tier champion,1.0
39690,Italienischer Zweitligameister,1.0
416587,Italian Youth champion (Primavera),2.0
199330,Europa League winner,3.0
116092,Spanish 2nd tier champion,1.0
116272,Danish Cup Winner,1.0
542586,English 2nd tier champion,1.0
19104,Top goal scorer,1.0
45623,English 2nd tier champion,1.0
237125,Top goal scorer,1.0
236870,English 4th tier champion,2.0
19104,English League Cup winner,1.0
126285,German second tier champion,1.0
337310,Italienischer Drittligameister,1.0
237125,Africa Cup winner,1.0
416587,Italian Supercoppa winner (Primavera),1.0
36808,Scottish league cup winner,1.0
124403,AFF Championship winner,1.0
116272,Wurttemberg Cup winner,1.0
229970,U21 Premier League champion,2.0
126285,German Regionalliga Bavaria Champion,1.0
116272,Hessen Cup winner,1.0
261738,English Champion,1.0
2938,Austrian champion,2.0
15045,Danish champion,1.0
120599,Football League Trophy Winner,1.0
10891,Sudbaden Cup winner,2.0
15045,Danish Cup Winner,2.0
120599,English 2nd tier champion,1.0
371436,Chilean champion,1.0
186184,English 3rd tier champion,1.0
186184,English 4th tier champion,1.0
417414,Italian champion,1.0
93604,German second tier champion,1.0
528515,German third tier champion,1.0
93604,German Regionalliga Southwest Champion,1.0
410708,Dutch U19 Champion,1.0
410708,English 2nd tier champion,1.0
292734,Football League Trophy Winner,1.0
331511,Spanish champion,1.0
331511,Spanish cup winner,1.0
161072,German Under-19 Bundesliga champion,1.0
161072,German third tier champion,1.0
139574,Italienischer Drittligameister,2.0
331511,UEFA Youth League Winner,1.0
139574,Italienischer Drittligameister,1.0
161072,Saxony-Anhalt Cup winner,1.0
182162,German Under-17 Bundesliga champion,1.0
182162,Wurttemberg Cup winner,1.0
103563,Croatian champion,2.0
69950,Lower Rhine Cup winner,1.0
103563,Croatian cup winner,1.0
406558,Under-17 World Cup champion,1.0
136133,Italian champion,1.0
136133,Coppa Italia Primavera winner,1.0
371998,Top goal scorer,1.0
371998,Champions League winner,1.0
136133,Italian Supercoppa winner (Primavera),1.0
234106,German Regionalliga Bavaria Champion,1.0
371998,FIFA Club World Cup winner,2.0
136133,Viareggio,1.0
136133,All titles & victories,
371998,Spanish champion,2.0
98264,Top goal scorer,1.0
98854,Italienischer Drittligameister,1.0
371998,Uefa Supercup winner,1.0
108390,Champions League winner,1.0
371998,All titles & victories,
90583,Belgian champion,1.0
77757,Belgian champion,2.0
90583,Belgian cup winner,1.0
77757,Belgian Super Cup Winner,3.0
108390,FIFA Club World Cup winner,2.0
90583,Belgian Super Cup Winner,1.0
77757,Danish champion,1.0
77757,Danish Cup Winner,1.0
216683,NASL Soccer Bowl Champion,1.0
108390,English Champion,2.0
56540,European Under-19 champion,1.0
121528,Saxony Cup winner,1.0
108390,Spanish champion,3.0
77757,All titles & victories,
23338,Under-20 World Cup champion,1.0
396861,English Youth League winner (U18),1.0
108390,Uefa Supercup winner,2.0
97241,Swiss cup winner,1.0
108390,All titles & victories,
163168,Italian Youth champion (Primavera),1.0
23338,European Under-19 champion,1.0
205940,Footballer of the Year,2.0
23338,Spanish 2nd tier champion,1.0
205940,Italian champion,3.0
97241,German second tier champion,1.0
205940,Italian cup winner,2.0
94967,German Regionalliga Northeast Champion,1.0
337315,Supercoppa Serie C winner,1.0
205940,Croatian champion,2.0
170521,German Champion,1.0
170521,German Under-19 Bundesliga champion,1.0
94967,Brandenburg Cup winner,2.0
337315,Italienischer Drittligameister,1.0
205940,Croatian cup winner,2.0
205940,All titles & victories,
11268,German second tier champion,1.0
54921,Italienischer Zweitligameister,1.0
218011,German second tier champion,1.0
218011,German third tier champion,1.0
187,Brandenburg Cup winner,1.0
167890,Italian champion,1.0
153772,German Regionalliga Bavaria Champion,1.0
124732,German second tier champion,1.0
187,Saxony Cup winner,2.0
264660,UEFA Youth League Winner,1.0
395787,Italienischer Drittligameister,1.0
190284,German Regionalliga North Champion,1.0
124732,CONCACAF Nations League Winner,1.0
22155,Supercoppa Serie C winner,1.0
22155,Top goal scorer,1.0
179451,English 3rd tier champion,1.0
22155,Italienischer Drittligameister,1.0
297367,Italienischer Drittligameister,1.0
179451,U21 Premier League champion,2.0
22155,All titles & victories,
187290,Romanian cup winner,1.0
187290,Czech cup winner,1.0
37712,Europa League winner,4.0
37712,Spanish 2nd tier champion,1.0
79242,Italian Super Cup winner,1.0
529841,Italienischer Drittligameister,1.0
79242,Italienischer Zweitligameister,3.0
192107,German Regionalliga Northeast Champion,1.0
79242,Under-20 World Cup champion,1.0
79242,Under-20 South American Championship winner,1.0
192107,Brandenburg Cup winner,2.0
79242,All titles & victories,
454041,German Regionalliga Northeast Champion,1.0
197122,Spanish 2nd tier champion,1.0
454041,Saxony Cup winner,1.0
518927,Top goal scorer,1.0
233420,German Regionalliga North Champion,1.0
233420,Baden Cup winner,3.0
239584,Italian champion,1.0
160854,Italienischer Drittligameister,1.0
239584,Scudetto Serie D,1.0
239584,Coppa Italia Primavera winner,1.0
239584,Italian Supercoppa winner (Primavera),2.0
160854,Italian cup winner (Serie C),1.0
239584,All titles & victories,
322655,German Under-17 Bundesliga champion,1.0
160854,All titles & victories,
579930,French cup winner,1.0
322655,German third tier champion,1.0
186365,Austrian champion,1.0
535479,English 3rd tier champion,1.0
186365,German third tier champion,1.0
364138,Coppa Italia Primavera winner,1.0
57186,French cup winner,2.0
111078,German cup winner,1.0
111078,Swedish champion,2.0
57186,French Super Cup winner,1.0
111078,Swedish Super Cup winner,2.0
349933,Spanish 2nd tier champion,1.0
96173,Football League Trophy Winner,1.0
96173,English 4th tier champion,1.0
315063,Uruguayan champion,2.0
315063,Argentinian champion,1.0
231614,Campeonato Brasileiro Série B Champioen,1.0
315063,Campeón Supercopa Argentina,1.0
56066,Footballer of the Year,1.0
249089,Under-20 World Cup champion,1.0
38646,Top goal scorer,1.0
56066,Portuguese champion,2.0
249089,European Under-17 champion,1.0
21854,Supercoppa Serie C winner,1.0
56066,Portuguese cup winner,1.0
21854,Italienischer Drittligameister,1.0
38646,Italienischer Drittligameister,1.0
56066,Portuguese league cup winner,2.0
38646,Italian cup winner (Serie C),1.0
21854,Italian cup winner (Serie C),1.0
56066,Copa Libertadores winner,2.0
351071,Champions League winner,1.0
56066,All titles & victories,
351071,German Champion,1.0
197857,CAF Super Cup Winner,1.0
79422,Footballer of the Year,1.0
351071,German cup winner,1.0
197857,CAF Confederation Cup winner,2.0
351071,German third tier champion,1.0
79422,Player of the Year,1.0
79422,Champions League winner,3.0
184935,French cup winner,1.0
351071,German Regionalliga Bavaria Champion,1.0
307052,Austrian champion,2.0
167369,Latvian cup winner,1.0
184935,Serbian cup winner,1.0
79422,FIFA Club World Cup winner,4.0
351071,All titles & victories,
53681,Austrian champion,2.0
307052,Austrian cup winner,2.0
79422,French champion,2.0
53681,Austrian cup winner,1.0
53681,Supporters' Shield Winner,1.0
439072,Conference League winner,1.0
79422,All titles & victories,
53681,German second tier champion,1.0
439072,Brazilian cup winner,1.0
53681,Westphalia Cup winner,1.0
439072,Uruguayan champion,1.0
397249,Scudetto Serie D,1.0
439072,Supercopa Uruguaya Winner,1.0
53681,All titles & victories,
439072,Copa Libertadores winner,2.0
57403,Spanish 2nd tier champion,1.0
439072,All titles & victories,
346244,Football League Trophy Winner,1.0
238603,English 2nd tier champion,1.0
148660,Football League Trophy Winner,1.0
537548,Viareggio,1.0
357072,Belgian champion,1.0
371967,Italian champion,1.0
10033,English 4th tier champion,1.0
371967,Italian cup winner,1.0
357072,European Under-19 champion,1.0
371967,Under-17 South American Championship winner,1.0
357072,European Under-17 champion,1.0
371967,Copa São Paulo de Juniores winner,1.0
251058,U21 Premier League champion,2.0
371967,Campeonato Brasileiro Série B Champioen,1.0
371967,All titles & victories,
192467,Brandenburg Cup winner,1.0
94598,German second tier champion,1.0
61819,English 2nd tier champion,1.0
258878,English League Cup winner,1.0
28857,Italienischer Zweitligameister,1.0
258878,English 2nd tier champion,1.0
94598,Mecklenburg-Western Pomerania Cup winner,4.0
32113,Italienischer Drittligameister,1.0
19801,German Regionalliga North Champion,2.0
19801,Schleswig-Holstein Cup winner,2.0
148455,African Footballer of the Year,2.0
341042,Player of the Year,1.0
200616,Romanian champion,3.0
148455,Footballer of the Year,2.0
84897,Italian cup winner (Serie C),1.0
200616,Romanian League Cup Winner,2.0
148455,Champions League winner,1.0
200616,Romanian cup winner,2.0
37337,Spanish champion,1.0
37337,Uefa Supercup winner,2.0
148455,FIFA Club World Cup winner,1.0
399553,Top goal scorer,1.0
200616,Romanian Super Cup winner,2.0
37337,Europa League winner,1.0
148455,English Champion,1.0
200616,All titles & victories,
238185,Top goal scorer,1.0
148455,All titles & victories,
37337,Spanish cup winner,1.0
146693,German third tier champion,1.0
146693,German Regionalliga North Champion,1.0
37337,Spanish Super Cup winner,1.0
37337,All titles & victories,
146693,Saxony-Anhalt Cup winner,1.0
10008,Under 16 European Champion,1.0
130365,European champion,1.0
130365,Italian champion,1.0
56841,Coppa Italia Primavera winner,1.0
130365,French cup winner,1.0
130365,Italian Youth champion (Primavera),1.0
130365,French Super Cup winner,1.0
130365,All titles & victories,
243225,Top goal scorer,1.0
445684,Lower Saxony Cup winner,1.0
243225,Slovak champion,2.0
33895,English 3rd tier champion,1.0
58884,Champions League winner,5.0
26263,Top goal scorer,1.0
58884,FIFA Club World Cup winner,5.0
26263,Champions League winner,1.0
58884,Spanish champion,3.0
476104,Malaysian Supercup Winner,1.0
26263,Spanish champion,2.0
58884,Uefa Supercup winner,4.0
240670,Italian cup winner (Serie C),1.0
26263,Spanish Super Cup winner,1.0
58884,Spanish cup winner,2.0
26263,Argentinian champion,3.0
271787,Top goal scorer,1.0
238585,Football League Trophy Winner,1.0
58884,All titles & victories,
238585,English 2nd tier champion,1.0
26263,All titles & victories,
94964,Mecklenburg-Western Pomerania Cup winner,1.0
94964,Saxony-Anhalt Cup winner,1.0
251846,Europa League winner,1.0
240158,Supercoppa Serie C winner,1.0
240158,Italienischer Zweitligameister,1.0
118302,Greek champion,1.0
240158,Italienischer Drittligameister,1.0
452165,Tunisian cup winner,1.0
118302,Greek cup winner,1.0
85148,World Cup winner,1.0
85148,French champion,4.0
85148,German cup winner,1.0
85148,French cup winner,4.0
85148,German Super Cup winner,1.0
23976,French cup winner,1.0
85148,All titles & victories,
123951,Scottish champion,1.0
542471,Football League Trophy Winner,1.0
123951,Scottish league cup winner,1.0
123951,AFC Champions League winner,1.0
368845,Top goal scorer,1.0
48124,Football League Trophy Winner,1.0
222332,Hungarian champion,4.0
35853,Italienischer Drittligameister,2.0
355929,Italienischer Drittligameister,1.0
37941,Italian cup winner,2.0
222332,Hungarian cup winner,1.0
189458,Uruguayan champion,1.0
35853,Canadian Cup Winner,1.0
37941,Italian Super Cup winner,1.0
189458,Spanish 2nd tier champion,1.0
37941,Colombian Champion,3.0
18909,French cup winner,1.0
18909,French Super Cup winner,1.0
51582,Spanish 2nd tier champion,1.0
288323,English 4th tier champion,1.0
207302,French champion,2.0
203076,Thuringia Cup winner,1.0
207302,Europa League winner,3.0
89631,Top goal scorer,1.0
207302,French cup winner,2.0
89631,Belgian cup winner,1.0
89631,Azerbaijani champion,1.0
207302,French league cup winner,1.0
207302,French Super Cup winner,1.0
236791,German Regionalliga Bavaria Champion,1.0
207302,All titles & victories,
460630,French champion,1.0
460630,Dutch second tier champion,1.0
77869,Saxony Cup winner,1.0
549921,English 4th tier champion,1.0
154853,Top goal scorer,1.0
39033,Scottish champion,2.0
154853,Thuringia Cup winner,1.0
39033,Scottish cup winner,1.0
165331,Slovak champion,1.0
588159,Conference League winner,1.0
165331,Slovak cup winner,1.0
469737,Spanish 2nd tier champion,1.0
52920,Dutch Cup winner,1.0
52920,Turkish champion,2.0
354155,Football League Trophy Winner,1.0
666821,Berlin Cup winner,1.0
247652,Top goal scorer,1.0
121985,Italian champion,1.0
52920,Polish champion,1.0
81173,German third tier champion,1.0
74229,Spanish champion,2.0
354155,Liechtenstein Cup Winner,1.0
52920,Dutch Super Cup winner,1.0
125781,Footballer of the Year,1.0
410436,English 2nd tier champion,1.0
81173,German Regionalliga West Champion,1.0
121985,Copa Libertadores winner,1.0
52920,All titles & victories,
337726,Italian Youth champion (Primavera),1.0
74229,Uefa Supercup winner,2.0
81173,Mecklenburg-Western Pomerania Cup winner,1.0
74229,Europa League winner,2.0
125781,Top goal scorer,1.0
121985,Under-20 World Cup champion,1.0
125781,World Cup winner,1.0
47740,Saxony Cup winner,1.0
125781,Uefa Supercup winner,1.0
74229,Spanish cup winner,1.0
121985,Recopa Sudamericana winner,1.0
47740,Dutch second tier champion,1.0
74229,Spanish Super Cup winner,1.0
125781,Europa League winner,1.0
121985,All titles & victories,
16576,Scottish cup winner,1.0
74229,All titles & victories,
125781,All titles & victories,
62170,Scottish league cup winner,1.0
75615,FIFA Club World Cup winner,1.0
16576,Scottish league cup winner,1.0
75615,German Champion,3.0
16576,Israeli cup winner,1.0
75615,Italian champion,3.0
75615,German cup winner,1.0
75615,Italian cup winner,1.0
77354,English Champion,2.0
75615,All titles & victories,
138927,Champions League winner,5.0
138927,FIFA Club World Cup winner,5.0
138927,Spanish champion,3.0
138927,Uefa Supercup winner,4.0
138927,Spanish cup winner,2.0
62358,Italienischer Drittligameister,1.0
67211,Top goal scorer,1.0
62358,Italian Youth champion (Primavera),1.0
138927,All titles & victories,
67211,English 3rd tier champion,1.0
62358,Italian Supercoppa winner (Primavera),3.0
75442,Europa League winner,1.0
62358,Viareggio,1.0
416809,Top goal scorer,1.0
62358,All titles & victories,
75442,Portuguese champion,3.0
416809,German Regionalliga North Champion,1.0
75442,Portuguese cup winner,2.0
416809,Mecklenburg-Western Pomerania Cup winner,1.0
75442,Portuguese league cup winner,5.0
75442,Uruguayan champion,1.0
75442,All titles & victories,
124517,German Under-19 cup winner,2.0
629577,Scudetto Serie D,1.0
106452,Italian Supercoppa winner (Primavera),1.0
269171,German second tier champion,1.0
269171,U20 Elite League Winner,1.0
269171,Hessen Cup winner,1.0
337385,Supercoppa Serie C winner,1.0
269171,Torneio Internacional Algarve U17,1.0
337385,Italienischer Drittligameister,1.0
269171,All titles & victories,
358003,Italienischer Zweitligameister,1.0
404260,Serbian champion,1.0
404260,Italienischer Zweitligameister,1.0
451790,Wurttemberg Cup winner,1.0
295330,English FA Cup winner,1.0
295330,English League Cup winner,1.0
295330,English Super Cup winner,1.0
111283,Bulgarian cup winner,1.0
111283,European Under-19 champion,1.0
295330,Under-17 World Cup champion,1.0
447772,Mecklenburg-Western Pomerania Cup winner,1.0
59818,German second tier champion,1.0
295330,All titles & victories,
131275,Top goal scorer,1.0
343475,English 2nd tier champion,2.0
52532,Top goal scorer,3.0
131275,Honduran Champion Clausura,1.0
418659,Top goal scorer,1.0
52532,Wurttemberg Cup winner,1.0
281404,FIFA Club World Cup winner,1.0
461496,Italienischer Zweitligameister,1.0
61789,Italienischer Drittligameister,1.0
281404,English Champion,1.0
109436,Hungarian cup winner,1.0
94256,Schleswig-Holstein Cup winner,1.0
94256,Baden Cup winner,1.0
281404,English FA Cup winner,1.0
109436,German Regionalliga North Champion,1.0
61789,Italian Youth champion (Primavera),1.0
105306,Luxembourgish champion,1.0
109436,Mecklenburg-Western Pomerania Cup winner,3.0
61789,Italian Supercoppa winner (Primavera),1.0
248333,Italian Youth champion (Primavera),1.0
105306,Luxembourgish cup winner,1.0
386827,Winner Italian Supercoppa (Primavera2),1.0
470816,German Under-19 cup winner,1.0
109436,Bremenliga Champion,1.0
109436,All titles & victories,
66970,Football League Trophy Winner,1.0
494,Wurttemberg Cup winner,1.0
272845,German third tier champion,1.0
87884,Italian champion,1.0
272845,German Regionalliga Southwest Champion,1.0
622380,Italian Youth champion (Primavera),1.0
622380,Italian Youth champion (U17),1.0
272845,German Regionalliga West Champion,1.0
87884,Winner UEFA Nations League,1.0
272845,Westphalia Cup winner,1.0
87884,Italian cup winner,1.0
272845,Brandenburg Cup winner,1.0
238977,Top goal scorer,1.0
238977,Italienischer Zweitligameister,1.0
272845,All titles & victories,
27053,Scottish cup winner,1.0
36602,Scottish cup winner,1.0
36602,Scottish Challenge Cup winner,1.0
27053,English 2nd tier champion,1.0
134294,Player of the Year,1.0
36602,English 2nd tier champion,1.0
48968,German Under-19 cup winner,1.0
48968,German third tier champion,1.0
337381,Italienischer Zweitligameister,1.0
48968,Wurttemberg Cup winner,3.0
345590,Italian Supercoppa winner (Primavera),1.0
344655,Italian champion,2.0
345590,Viareggio,1.0
344655,Italian cup winner (Serie C),1.0
317364,Baden Cup winner,1.0
171755,Tunisian Champion,3.0
171755,Tunisian cup winner,3.0
344655,Viareggio,1.0
171755,Tunisian Super Cup Winner,1.0
46007,Top goal scorer,3.0
291110,Turkish champion,1.0
171755,CAF Champions League winner,1.0
6404,Player of the Year,1.0
46007,Danish champion,2.0
120347,Supercoppa Serie C winner,1.0
6404,Scottish champion,3.0
31169,German Champion,1.0
171755,All titles & victories,
85662,English 4th tier champion,1.0
57490,Football League Trophy Winner,1.0
31169,German second tier champion,1.0
6404,Scottish cup winner,3.0
120347,Italienischer Drittligameister,1.0
6404,Scottish league cup winner,2.0
120347,Italian Youth champion (Primavera),1.0
31169,German Under-19 Bundesliga champion,1.0
31169,German Regionalliga Northeast Champion,1.0
6404,English 3rd tier champion,1.0
6404,All titles & victories,
31169,All titles & victories,
463060,Sudbaden Cup winner,1.0
31041,European Under-21 champion,1.0
192695,Football League Trophy Winner,1.0
566434,Wurttemberg Cup winner,1.0
552160,Top goal scorer,1.0
657962,Lower Saxony Cup winner,1.0
657962,Landespokal Niedersachsen (Amateure) Winner,1.0
208429,Football League Trophy Winner,1.0
453870,German Under-17 Bundesliga champion,1.0
37459,Baden Cup winner,4.0
453870,Hessen Cup winner,1.0
391132,English 3rd tier champion,1.0
89480,Top goal scorer,1.0
198006,,1.0
89480,Dutch Super Cup winner,1.0
36189,German second tier champion,1.0
345780,Champions League winner,1.0
51152,Footballer of the Year,2.0
242646,,1.0
197545,Spanish Super Cup winner,1.0
36189,German Regionalliga West Champion,1.0
51152,Top goal scorer,4.0
140712,German Under-17 Bundesliga champion,1.0
242646,CPL Fall Season Champion,1.0
36189,Mecklenburg-Western Pomerania Cup winner,2.0
469044,Georgian champion,1.0
197545,Spanish 2nd tier champion,1.0
345780,German Champion,3.0
140712,German Under-19 cup winner,1.0
36189,Lower Rhine Cup winner,1.0
51152,Belgian champion,1.0
36189,All titles & victories,
345780,German cup winner,1.0
198589,Top goal scorer,1.0
51152,Belgian Super Cup Winner,1.0
134408,Italian cup winner (Serie C),1.0
198589,English League Cup winner,1.0
345780,European Under-21 champion,1.0
226450,Norwegian champion,1.0
51152,Serbian champion,1.0
345780,German Under-17 Bundesliga champion,1.0
198589,Dutch Cup winner,1.0
345780,All titles & victories,
51152,All titles & victories,
198589,Turkish Super Cup winner,1.0
198589,U21 Premier League champion,1.0
198589,All titles & victories,
55129,German Under-19 Bundesliga champion,1.0
132587,Swiss cup winner,1.0
417818,Italian Supercoppa winner (Primavera),1.0
55129,Sudbaden Cup winner,3.0
370846,French champion,3.0
417818,Viareggio,1.0
459151,Italian Youth champion (Primavera),2.0
53301,Spanish cup winner,1.0
459151,Italian Supercoppa winner (Primavera),1.0
370846,Scottish champion,1.0
370846,Scottish cup winner,1.0
53301,Israeli cup winner,1.0
53301,Serbian cup winner,1.0
370846,CONCACAF Nations League Winner,1.0
83415,German Under-19 cup winner,1.0
